disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6
Migraine,pulsating head pain,vomiting,sensitivity to sound,,,
Migraine,one sided headache,blurred vision,light sensitivity,,,
Migraine,head pain with nausea,seeing flashing lights,dizziness,,,
Migraine,intense headache,loss of appetite,light sensitivity,,,
Migraine,severe throbbing pain,noise sensitivity,fatigue,,,
Migraine,one sided throbbing pain,visual disturbance,nausea,,,
Migraine,headache with aura,blurred vision,vomiting,,,
Migraine,severe headache,light sensitivity,dizziness,,,
Migraine,throbbing pain,sensitivity to light,loss of appetite,,,
Migraine,one sided headache,flashing lights,fatigue,,,
Migraine,severe head pain,noise sensitivity,confusion,,,
Migraine,headache with blurred vision,nausea,dizziness,,,
Migraine,severe throbbing pain,vomiting,light sensitivity,,,
Migraine,headache with visual aura,fatigue,nausea,,,
Migraine,severe headache,confusion,blurred vision,,,
Migraine,throbbing pain,sensitivity to sound,nausea,,,
Migraine,headache with flashing lights,vomiting,dizziness,,,
Migraine,severe one sided pain,light sensitivity,nausea,,,
Migraine,headache with aura,throbbing pain,vomiting,,,
Tension Headache,dull aching head pain,pressure around forehead,tender scalp,,,
Tension Headache,band like pressure around head,mild head pain,tight neck muscles,,,
Tension Headache,dull headache,shoulder tension,fatigue,,,
Tension Headache,constant mild head pain,pressure in temples,stress,,,
Tension Headache,dull pressure headache,sensitive scalp,tight band feeling,,,
Tension Headache,aching head pain,stiff neck,mild sensitivity to light,,,
Tension Headache,dull headache,shoulder tightness,concentration problems,,,
Tension Headache,constant pressure head pain,fatigue,stress,,,
Tension Headache,mild headache,scalp tenderness,neck stiffness,,,
Tension Headache,band around head feeling,pressure headache,fatigue,,,
Tension Headache,dull aching headache,mild light sensitivity,stress,,,
Tension Headache,headache with shoulder tension,dull pressure,fatigue,,,
Tension Headache,dull aching head pain,tight muscles,scalp sensitivity,,,
Tension Headache,head pressure,aching head,neck stiffness,,,
Tension Headache,constant mild headache,tiredness,stress,,,
Tension Headache,pressure around temples,dull head pain,scalp tenderness,,,
Tension Headache,band like headache,aching scalp,shoulder pain,,,
Tension Headache,dull aching pain,fatigue,stress related headache,,,
Tension Headache,constant dull head pain,neck tightness,pressure in forehead,,,
Tension Headache,mild pressure headache,scalp soreness,concentration trouble,,,
Cluster Headache,severe head pain around eye,tearing,runny nose,,,
Cluster Headache,intense pain on one side,red eye,restlessness,,,
Cluster Headache,severe headache near temple,swollen eyelid,tearing,,,
Cluster Headache,stabbing eye pain,runny nose,redness,,,
Cluster Headache,severe burning headache,watery eye,blocked nose,,,
Cluster Headache,pain around one eye,redness,restlessness,,,
Cluster Headache,severe one sided headache,runny nose,tearing,,,
Cluster Headache,headache behind one eye,swelling around eye,watery eye,,,
Cluster Headache,intense headache,blocked nose,restlessness,,,
Cluster Headache,severe pain near temple,red eye,tearing,,,
Cluster Headache,headache with watery eye,restlessness,runny nose,,,
Cluster Headache,severe stabbing headache,swollen eyelid,eye redness,,,
Cluster Headache,intense headache around one eye,runny nose,watery eye,,,
Cluster Headache,severe head pain,blocked nose,tearing,,,
Cluster Headache,pain around one temple,red eye,watery eye,,,
Cluster Headache,severe one sided headache,swelling near eye,restlessness,,,
Cluster Headache,intense headache with watery eyes,runny nose,redness,,,
Cluster Headache,stabbing head pain,blocked nose,swelling,,,
Cluster Headache,severe pain near one eye,redness,tearing,,,
Cluster Headache,intense headache,runny nose,restlessness,,,
Epilepsy,seizure,loss of awareness,confusion,,,
Epilepsy,repeated seizures,staring spells,muscle stiffness,,,
Epilepsy,convulsions,uncontrolled movements,loss of consciousness,,,
Epilepsy,abnormal movements,confusion,fainting,,,
Epilepsy,seizures,staring blankly,jerking limbs,,,
Epilepsy,muscle spasms,loss of awareness,confusion,,,
Epilepsy,convulsive episode,fainting,confusion,,,
Epilepsy,seizures with confusion,jerking body,loss of consciousness,,,
Epilepsy,staring spells,unresponsiveness,muscle stiffness,,,
Epilepsy,seizure episode,confusion,shaking,,,
Epilepsy,loss of awareness,muscle twitching,convulsions,,,
Epilepsy,abnormal electrical activity,confusion,seizures,,,
Epilepsy,uncontrolled body movements,fainting,confusion,,,
Epilepsy,seizures with convulsions,loss of awareness,muscle spasms,,,
Epilepsy,staring blankly,loss of awareness,jerking,,,
Epilepsy,seizures with shaking,fainting,confusion,,,
Epilepsy,convulsive seizure,muscle stiffness,loss of awareness,,,
Epilepsy,seizure episode,jerking movements,confusion,,,
Epilepsy,uncontrolled convulsions,loss of consciousness,muscle spasms,,,
Epilepsy,seizures with confusion,staring blankly,jerking,,,
Alzheimer’s Disease,memory loss,confusion,difficulty finding words,,,
Alzheimer’s Disease,trouble remembering names,disorientation,poor judgment,,,
Alzheimer’s Disease,forgetting recent events,confusion,personality changes,,,
Alzheimer’s Disease,difficulty with daily tasks,confusion,forgetfulness,,,
Alzheimer’s Disease,memory problems,getting lost easily,trouble speaking,,,
Alzheimer’s Disease,forgetting conversations,confusion,irritability,,,
Alzheimer’s Disease,difficulty organizing tasks,memory loss,disorientation,,,
Alzheimer’s Disease,confusion about time,forgetting places,personality changes,,,
Alzheimer’s Disease,forgetting names,difficulty speaking,poor decision making,,,
Alzheimer’s Disease,memory loss,getting lost,confusion,,,
Alzheimer’s Disease,forgetting events,irritability,personality changes,,,
Alzheimer’s Disease,confusion,poor judgment,forgetting conversations,,,
Alzheimer’s Disease,memory problems,losing items,trouble planning,,,
Alzheimer’s Disease,forgetfulness,confusion,language difficulties,,,
Alzheimer’s Disease,forgetting tasks,personality changes,irritability,,,
Alzheimer’s Disease,difficulty speaking,memory loss,disorientation,,,
Alzheimer’s Disease,forgetting familiar routes,confusion,poor decision making,,,
Alzheimer’s Disease,memory decline,irritability,trouble planning,,,
Alzheimer’s Disease,forgetting appointments,confusion,disorientation,,,
Alzheimer’s Disease,loss of memory,personality change,confusion,,,
Parkinson’s Disease,tremors in hands,stiff muscles,slow movement,,,
Parkinson’s Disease,shaking hands,rigid limbs,slowed walking,,,
Parkinson’s Disease,trembling fingers,stiff posture,difficulty with balance,,,
Parkinson’s Disease,hand tremors,slow walking,stooped posture,,,
Parkinson’s Disease,tremors in arms,rigid movement,slowness in daily tasks,,,
Parkinson’s Disease,shaking legs,stiff neck,difficulty walking,,,
Parkinson’s Disease,tremors,slow handwriting,rigid muscles,,,
Parkinson’s Disease,shaking hands,difficulty standing up,slow speech,,,
Parkinson’s Disease,hand tremors,stiffness in limbs,difficulty turning in bed,,,
Parkinson’s Disease,shaking,slow movements,stooped walk,,,
Parkinson’s Disease,trembling,rigid muscles,slowness of thinking,,,
Parkinson’s Disease,tremors,soft speech,small handwriting,,,
Parkinson’s Disease,shaking fingers,difficulty balancing,stiff arms,,,
Parkinson’s Disease,tremors,slow reflexes,stooped posture,,,
Parkinson’s Disease,hand tremors,rigidity,slow steps,,,
Parkinson’s Disease,shaking arms,slow movements,balance issues,,,
Parkinson’s Disease,trembling hands,stiff legs,slow walking,,,
Parkinson’s Disease,tremors in hands,soft voice,slow movements,,,
Parkinson’s Disease,shaking limbs,stooped walk,rigid muscles,,,
Parkinson’s Disease,tremors,stiff body,slowed daily activities,,,
Stroke (Ischemic),sudden numbness on one side,slurred speech,weakness in arm,,,
Stroke (Ischemic),difficulty speaking,sudden vision loss,face drooping,,,
Stroke (Ischemic),sudden paralysis on one side,difficulty walking,confusion,,,
Stroke (Ischemic),numbness in face,weakness in leg,speech trouble,,,
Stroke (Ischemic),sudden dizziness,loss of coordination,blurred vision,,,
Stroke (Ischemic),trouble speaking,face drooping,arm weakness,,,
Stroke (Ischemic),sudden weakness,confusion,loss of balance,,,
Stroke (Ischemic),sudden headache,difficulty walking,slurred speech,,,
Stroke (Ischemic),paralysis on one side,vision problems,confusion,,,
Stroke (Ischemic),sudden numbness,blurred vision,difficulty understanding speech,,,
Stroke (Ischemic),weakness in face,difficulty speaking,confusion,,,
Stroke (Ischemic),sudden one sided paralysis,vision loss,slurred speech,,,
Stroke (Ischemic),trouble walking,dizziness,confusion,,,
Stroke (Ischemic),sudden weakness in leg,face drooping,blurred vision,,,
Stroke (Ischemic),sudden confusion,difficulty understanding,weakness in arm,,,
Stroke (Ischemic),numbness in one arm,slurred speech,vision problems,,,
Stroke (Ischemic),face drooping,sudden headache,weakness in leg,,,
Stroke (Ischemic),trouble speaking,confusion,paralysis,,,
Stroke (Ischemic),one sided weakness,difficulty walking,blurred vision,,,
Stroke (Ischemic),sudden dizziness,slurred speech,paralysis,,,
Stroke (Hemorrhagic),sudden severe headache,nausea,loss of consciousness,,,
Stroke (Hemorrhagic),sudden paralysis on one side,confusion,vomiting,,,
Stroke (Hemorrhagic),sudden dizziness,loss of balance,severe headache,,,
Stroke (Hemorrhagic),sudden numbness,confusion,vision loss,,,
Stroke (Hemorrhagic),severe headache,vomiting,paralysis,,,
Stroke (Hemorrhagic),sudden weakness on one side,nausea,confusion,,,
Stroke (Hemorrhagic),loss of balance,severe headache,sudden vision problems,,,
Stroke (Hemorrhagic),sudden speech trouble,dizziness,headache,,,
Stroke (Hemorrhagic),sudden unconsciousness,severe headache,weakness,,,
Stroke (Hemorrhagic),numbness in face,vomiting,confusion,,,
Stroke (Hemorrhagic),paralysis,sudden headache,dizziness,,,
Stroke (Hemorrhagic),sudden fainting,confusion,headache,,,
Stroke (Hemorrhagic),sudden dizziness,blurred vision,vomiting,,,
Stroke (Hemorrhagic),severe headache,speech problems,weakness,,,
Stroke (Hemorrhagic),sudden unconsciousness,vomiting,confusion,,,
Stroke (Hemorrhagic),sudden headache,loss of balance,slurred speech,,,
Stroke (Hemorrhagic),paralysis,vision problems,dizziness,,,
Stroke (Hemorrhagic),sudden weakness,confusion,severe headache,,,
Stroke (Hemorrhagic),headache with nausea,paralysis,blurred vision,,,
Stroke (Hemorrhagic),sudden fainting,loss of consciousness,headache,,,
Brain Tumor,headaches in morning,nausea,vomiting,,,
Brain Tumor,persistent headache,vision problems,dizziness,,,
Brain Tumor,headache,seizures,confusion,,,
Brain Tumor,vision loss,morning headache,vomiting,,,
Brain Tumor,headaches with nausea,difficulty speaking,confusion,,,
Brain Tumor,persistent headache,loss of balance,seizures,,,
Brain Tumor,headache,blurred vision,difficulty concentrating,,,
Brain Tumor,confusion,memory problems,headache,,,
Brain Tumor,severe headache,vision changes,vomiting,,,
Brain Tumor,headache,seizures,speech difficulty,,,
Brain Tumor,morning headache,nausea,blurred vision,,,
Brain Tumor,persistent headache,seizures,difficulty walking,,,
Brain Tumor,headaches with vomiting,confusion,vision problems,,,
Brain Tumor,headache,loss of coordination,seizures,,,
Brain Tumor,severe headache,blurred vision,memory loss,,,
Brain Tumor,headache,difficulty speaking,nausea,,,
Brain Tumor,morning headache,confusion,dizziness,,,
Brain Tumor,seizures,vision changes,headache,,,
Brain Tumor,headaches with nausea,blurred vision,difficulty walking,,,
Brain Tumor,headache,seizures,confusion,,,
Multiple Sclerosis,numbness in limbs,tingling,vision problems,,,
Multiple Sclerosis,muscle weakness,fatigue,blurred vision,,,
Multiple Sclerosis,difficulty walking,numbness,loss of balance,,,
Multiple Sclerosis,vision loss,tingling,speech problems,,,
Multiple Sclerosis,muscle stiffness,fatigue,weakness,,,
Multiple Sclerosis,dizziness,numbness,blurred vision,,,
Multiple Sclerosis,difficulty concentrating,fatigue,weakness,,,
Multiple Sclerosis,numbness in legs,tingling,loss of balance,,,
Multiple Sclerosis,muscle weakness,difficulty walking,vision problems,,,
Multiple Sclerosis,loss of coordination,blurred vision,fatigue,,,
Multiple Sclerosis,tingling in arms,numbness,difficulty concentrating,,,
Multiple Sclerosis,weakness in legs,vision problems,fatigue,,,
Multiple Sclerosis,numbness in limbs,loss of balance,speech difficulty,,,
Multiple Sclerosis,tingling,muscle weakness,dizziness,,,
Multiple Sclerosis,fatigue,blurred vision,memory problems,,,
Multiple Sclerosis,numbness in hands,tingling,difficulty walking,,,
Multiple Sclerosis,weakness,loss of coordination,speech difficulty,,,
Multiple Sclerosis,vision changes,fatigue,numbness,,,
Multiple Sclerosis,difficulty walking,tingling,blurred vision,,,
Multiple Sclerosis,muscle weakness,fatigue,loss of balance,,,
Diabetes Mellitus Type 1,frequent urination,excessive thirst,weight loss,,,
Diabetes Mellitus Type 1,increased hunger,blurry vision,fatigue,,,
Diabetes Mellitus Type 1,urinating often,thirsty all the time,slow wound healing,,,
Diabetes Mellitus Type 1,unexplained weight loss,dry mouth,frequent urination,,,
Diabetes Mellitus Type 1,feeling tired,blurry eyesight,excessive thirst,,,
Diabetes Mellitus Type 1,frequent urination,hunger,headaches,,,
Diabetes Mellitus Type 1,thirsty often,losing weight,weakness,,,
Diabetes Mellitus Type 1,dry skin,urinating a lot,fatigue,,,
Diabetes Mellitus Type 1,increased thirst,blurry vision,weight loss,,,
Diabetes Mellitus Type 1,frequent infections,slow healing wounds,thirst,,,
Diabetes Mellitus Type 1,constant hunger,urinating often,tiredness,,,
Diabetes Mellitus Type 1,weight loss,dry mouth,weakness,,,
Diabetes Mellitus Type 1,blurry vision,headache,frequent urination,,,
Diabetes Mellitus Type 1,hunger,thirst,unexplained weight loss,,,
Diabetes Mellitus Type 1,tiredness,blurred vision,urinating a lot,,,
Diabetes Mellitus Type 1,slow healing cuts,frequent urination,thirst,,,
Diabetes Mellitus Type 1,weakness,headaches,constant thirst,,,
Diabetes Mellitus Type 1,urinating often,blurry eyesight,fatigue,,,
Diabetes Mellitus Type 1,thirsty,dry mouth,weight loss,,,
Diabetes Mellitus Type 1,frequent urination,tiredness,blurred vision,,,
Diabetes Mellitus Type 2,frequent urination,increased thirst,fatigue,,,
Diabetes Mellitus Type 2,blurred vision,slow wound healing,weight gain,,,
Diabetes Mellitus Type 2,frequent infections,dry skin,thirst,,,
Diabetes Mellitus Type 2,tiredness,increased hunger,urinating often,,,
Diabetes Mellitus Type 2,blurred vision,fatigue,slow healing cuts,,,
Diabetes Mellitus Type 2,thirst,dry mouth,weight gain,,,
Diabetes Mellitus Type 2,urinating often,hunger,tiredness,,,
Diabetes Mellitus Type 2,frequent urination,blurred eyesight,weakness,,,
Diabetes Mellitus Type 2,slow wound healing,skin infections,thirst,,,
Diabetes Mellitus Type 2,fatigue,constant thirst,frequent urination,,,
Diabetes Mellitus Type 2,blurred vision,headaches,tiredness,,,
Diabetes Mellitus Type 2,weight gain,frequent urination,thirst,,,
Diabetes Mellitus Type 2,dry skin,fatigue,blurred vision,,,
Diabetes Mellitus Type 2,slow healing wounds,frequent infections,tiredness,,,
Diabetes Mellitus Type 2,increased hunger,frequent urination,blurred vision,,,
Diabetes Mellitus Type 2,thirst,dry mouth,fatigue,,,
Diabetes Mellitus Type 2,blurred eyesight,urinating a lot,weakness,,,
Diabetes Mellitus Type 2,constant thirst,headaches,fatigue,,,
Diabetes Mellitus Type 2,slow healing cuts,frequent urination,thirst,,,
Diabetes Mellitus Type 2,tiredness,blurred vision,weight gain,,,
Hypoglycemia,shakiness,sweating,hunger,,,
Hypoglycemia,confusion,blurred vision,dizziness,,,
Hypoglycemia,weakness,trembling,headache,,,
Hypoglycemia,irritability,sweating,rapid heartbeat,,,
Hypoglycemia,lightheadedness,shaking,hunger,,,
Hypoglycemia,blurred vision,tiredness,confusion,,,
Hypoglycemia,shaking hands,sweating,weakness,,,
Hypoglycemia,headache,confusion,dizziness,,,
Hypoglycemia,irritability,hunger,rapid heartbeat,,,
Hypoglycemia,shakiness,lightheadedness,tiredness,,,
Hypoglycemia,dizziness,blurred vision,weakness,,,
Hypoglycemia,confusion,sweating,trembling,,,
Hypoglycemia,shakiness,hunger,headache,,,
Hypoglycemia,tiredness,blurred vision,confusion,,,
Hypoglycemia,lightheadedness,weakness,sweating,,,
Hypoglycemia,irritability,shaking,rapid heartbeat,,,
Hypoglycemia,confusion,headache,weakness,,,
Hypoglycemia,sweating,tiredness,blurred vision,,,
Hypoglycemia,shakiness,hunger,dizziness,,,
Hypoglycemia,weakness,confusion,sweating,,,
Hyperthyroidism,weight loss,rapid heartbeat,nervousness,,,
Hyperthyroidism,anxiety,sweating,shaking hands,,,
Hyperthyroidism,irritability,weight loss,fast heartbeat,,,
Hyperthyroidism,heat intolerance,nervousness,tremors,,,
Hyperthyroidism,weight loss,increased appetite,sweating,,,
Hyperthyroidism,rapid heartbeat,anxiety,sleep problems,,,
Hyperthyroidism,hand tremors,weight loss,irritability,,,
Hyperthyroidism,sweating,heat intolerance,weight loss,,,
Hyperthyroidism,fast heartbeat,trembling,anxiety,,,
Hyperthyroidism,weight loss,diarrhea,nervousness,,,
Hyperthyroidism,shaking hands,rapid pulse,heat intolerance,,,
Hyperthyroidism,weight loss,sweating,weakness,,,
Hyperthyroidism,irritability,fast heartbeat,tiredness,,,
Hyperthyroidism,anxiety,weight loss,heat intolerance,,,
Hyperthyroidism,hand tremors,sleep problems,weakness,,,
Hyperthyroidism,rapid heartbeat,shaking,weight loss,,,
Hyperthyroidism,sweating,nervousness,heat intolerance,,,
Hyperthyroidism,weight loss,increased hunger,anxiety,,,
Hyperthyroidism,tiredness,irritability,fast heartbeat,,,
Hyperthyroidism,weight loss,sweating,tremors,,,
Goiter,swelling in neck,difficulty swallowing,hoarseness,,,
Goiter,enlarged thyroid,neck swelling,breathing difficulty,,,
Goiter,visible lump in neck,throat tightness,hoarse voice,,,
Goiter,swelling at front of neck,difficulty breathing,cough,,,
Goiter,enlarged neck,hoarseness,trouble swallowing,,,
Goiter,neck lump,throat tightness,breathing issues,,,
Goiter,swelling in throat,hoarse voice,difficulty swallowing,,,
Goiter,neck swelling,breathing problems,hoarseness,,,
Goiter,enlarged thyroid gland,visible lump,throat tightness,,,
Goiter,neck lump,difficulty breathing,hoarseness,,,
Goiter,swelling in front of neck,cough,difficulty swallowing,,,
Goiter,enlarged thyroid,hoarse voice,neck discomfort,,,
Goiter,throat swelling,difficulty breathing,hoarseness,,,
Goiter,visible swelling in neck,trouble swallowing,neck pressure,,,
Goiter,neck lump,breathing difficulty,throat tightness,,,
Goiter,swelling in throat,hoarseness,cough,,,
Goiter,enlarged thyroid gland,difficulty swallowing,breathing difficulty,,,
Goiter,neck swelling,throat tightness,hoarse voice,,,
Goiter,visible lump in throat,difficulty breathing,hoarseness,,,
Goiter,enlarged thyroid,neck swelling,trouble swallowing,,,
Obesity,excess body weight,breathlessness,tiredness,,,
Obesity,high body fat,back pain,joint pain,,,
Obesity,shortness of breath,fatigue,snoring,,,
Obesity,overweight,swollen ankles,sleep problems,,,
Obesity,large waistline,low energy,excess sweating,,,
Obesity,breathlessness,limited mobility,joint stiffness,,,
Obesity,high BMI,back pain,daytime fatigue,,,
Obesity,excess fat around belly,snoring,sleep apnea,,,
Obesity,joint pain,restricted movement,shortness of breath,,,
Obesity,back pain,excess sweating,low stamina,,,
Obesity,breathlessness,swollen legs,tiredness,,,
Obesity,overweight,high blood pressure,back pain,,,
Obesity,daytime sleepiness,low energy,joint stiffness,,,
Obesity,snoring,difficulty exercising,breathlessness,,,
Obesity,excess weight,hip pain,restricted movement,,,
Obesity,back pain,knee pain,low endurance,,,
Obesity,large body size,limited activity,excess sweating,,,
Obesity,shortness of breath,snoring,poor sleep,,,
Obesity,excess weight gain,fatigue,joint pain,,,
Obesity,overweight,backache,swollen ankles,,,
Polycystic Ovary Syndrome (PCOS),irregular periods,acne,weight gain,,,
Polycystic Ovary Syndrome (PCOS),excess hair growth,irregular menstruation,infertility,,,
Polycystic Ovary Syndrome (PCOS),hair thinning,acne,irregular cycles,,,
Polycystic Ovary Syndrome (PCOS),weight gain,irregular periods,facial hair,,,
Polycystic Ovary Syndrome (PCOS),oily skin,acne,irregular ovulation,,,
Polycystic Ovary Syndrome (PCOS),difficulty conceiving,irregular cycles,hair growth,,,
Polycystic Ovary Syndrome (PCOS),irregular menstruation,acne,weight gain,,,
Polycystic Ovary Syndrome (PCOS),excess facial hair,irregular cycles,infertility,,,
Polycystic Ovary Syndrome (PCOS),hair thinning,irregular ovulation,acne,,,
Polycystic Ovary Syndrome (PCOS),acne,irregular menstruation,weight gain,,,
Polycystic Ovary Syndrome (PCOS),oily skin,hair thinning,irregular cycles,,,
Polycystic Ovary Syndrome (PCOS),facial hair,acne,weight gain,,,
Polycystic Ovary Syndrome (PCOS),irregular ovulation,difficulty conceiving,acne,,,
Polycystic Ovary Syndrome (PCOS),irregular periods,weight gain,hair loss,,,
Polycystic Ovary Syndrome (PCOS),excess body hair,acne,infertility,,,
Polycystic Ovary Syndrome (PCOS),weight gain,oily skin,irregular menstruation,,,
Polycystic Ovary Syndrome (PCOS),irregular cycles,acne,hair thinning,,,
Polycystic Ovary Syndrome (PCOS),infertility,irregular menstruation,weight gain,,,
Polycystic Ovary Syndrome (PCOS),acne,facial hair,irregular ovulation,,,
Polycystic Ovary Syndrome (PCOS),weight gain,irregular cycles,hair loss,,,
Addison’s Disease,fatigue,weight loss,low blood pressure,,,
Addison’s Disease,darkening of skin,weakness,loss of appetite,,,
Addison’s Disease,tiredness,nausea,abdominal pain,,,
Addison’s Disease,dizziness,weight loss,craving salt,,,
Addison’s Disease,low blood pressure,fatigue,dark skin patches,,,
Addison’s Disease,weakness,vomiting,loss of appetite,,,
Addison’s Disease,fatigue,dizziness,abdominal cramps,,,
Addison’s Disease,weight loss,low blood pressure,weakness,,,
Addison’s Disease,tiredness,dark skin patches,nausea,,,
Addison’s Disease,craving salty foods,fatigue,low blood pressure,,,
Addison’s Disease,weakness,abdominal pain,weight loss,,,
Addison’s Disease,nausea,dizziness,fatigue,,,
Addison’s Disease,low blood pressure,skin darkening,tiredness,,,
Addison’s Disease,loss of appetite,abdominal pain,weight loss,,,
Addison’s Disease,vomiting,weakness,dizziness,,,
Addison’s Disease,fatigue,skin darkening,low blood pressure,,,
Addison’s Disease,abdominal pain,weight loss,craving salt,,,
Addison’s Disease,weakness,nausea,fatigue,,,
Addison’s Disease,weight loss,dizziness,low blood pressure,,,
Addison’s Disease,tiredness,skin patches,loss of appetite,,,
Cushing’s Syndrome,weight gain,round face,high blood pressure,,,
Cushing’s Syndrome,fatigue,thin skin,easy bruising,,,
Cushing’s Syndrome,upper body obesity,mood swings,weakness,,,
Cushing’s Syndrome,slow healing wounds,stretch marks,weight gain,,,
Cushing’s Syndrome,round face,excess fat around neck,back pain,,,
Cushing’s Syndrome,thin skin,easy bruising,weak muscles,,,
Cushing’s Syndrome,weight gain,round face,tiredness,,,
Cushing’s Syndrome,stretch marks,fragile skin,acne,,,
Cushing’s Syndrome,upper body obesity,slow healing wounds,fatigue,,,
Cushing’s Syndrome,mood swings,weakness,round face,,,
Cushing’s Syndrome,weight gain,high blood pressure,fragile skin,,,
Cushing’s Syndrome,back pain,round face,thin skin,,,
Cushing’s Syndrome,fatigue,weak muscles,weight gain,,,
Cushing’s Syndrome,acne,oily skin,slow healing wounds,,,
Cushing’s Syndrome,round face,weight gain,mood changes,,,
Cushing’s Syndrome,upper body obesity,thin skin,fatigue,,,
Cushing’s Syndrome,fragile skin,stretch marks,weakness,,,
Cushing’s Syndrome,weight gain,slow wound healing,round face,,,
Cushing’s Syndrome,tiredness,thin skin,acne,,,
Cushing’s Syndrome,high blood pressure,fragile skin,weight gain,,,
Arthritis (Osteoarthritis),joint pain,stiffness,swelling,,,
Arthritis (Osteoarthritis),pain in knees,joint stiffness,limited movement,,,
Arthritis (Osteoarthritis),hip pain,back pain,swollen joints,,,
Arthritis (Osteoarthritis),morning stiffness,joint pain,restricted mobility,,,
Arthritis (Osteoarthritis),joint swelling,pain,cracking sound,,,
Arthritis (Osteoarthritis),stiff joints,difficulty walking,swelling,,,
Arthritis (Osteoarthritis),pain in fingers,joint stiffness,weak grip,,,
Arthritis (Osteoarthritis),back pain,joint pain,limited movement,,,
Arthritis (Osteoarthritis),hip stiffness,knee pain,joint swelling,,,
Arthritis (Osteoarthritis),restricted mobility,joint pain,swelling,,,
Arthritis (Osteoarthritis),joint stiffness,pain in knees,back pain,,,
Arthritis (Osteoarthritis),swelling in joints,weakness,restricted mobility,,,
Arthritis (Osteoarthritis),pain in hands,stiffness,joint swelling,,,
Arthritis (Osteoarthritis),morning stiffness,back pain,joint pain,,,
Arthritis (Osteoarthritis),hip pain,swollen joints,restricted movement,,,
Arthritis (Osteoarthritis),joint stiffness,cracking sound,swelling,,,
Arthritis (Osteoarthritis),pain in knees,stiff joints,fatigue,,,
Arthritis (Osteoarthritis),limited mobility,back pain,joint pain,,,
Arthritis (Osteoarthritis),swelling,stiffness,restricted movement,,,
Arthritis (Osteoarthritis),joint pain,finger stiffness,weak grip,,,
Rheumatoid Arthritis,joint pain,morning stiffness,swelling,,,
Rheumatoid Arthritis,fatigue,joint stiffness,weakness,,,
Rheumatoid Arthritis,pain in small joints,swollen fingers,stiffness,,,
Rheumatoid Arthritis,wrist pain,joint swelling,restricted movement,,,
Rheumatoid Arthritis,knee stiffness,hand pain,fatigue,,,
Rheumatoid Arthritis,swollen joints,weak grip,joint pain,,,
Rheumatoid Arthritis,back pain,joint stiffness,swelling,,,
Rheumatoid Arthritis,morning stiffness,hand swelling,weakness,,,
Rheumatoid Arthritis,ankle pain,joint stiffness,fatigue,,,
Rheumatoid Arthritis,shoulder stiffness,swollen joints,pain,,,
Rheumatoid Arthritis,finger pain,restricted mobility,swelling,,,
Rheumatoid Arthritis,joint stiffness,fatigue,tender joints,,,
Rheumatoid Arthritis,swollen hands,pain in joints,weakness,,,
Rheumatoid Arthritis,elbow pain,joint swelling,restricted use,,,
Rheumatoid Arthritis,morning stiffness,joint swelling,fatigue,,,
Rheumatoid Arthritis,hip pain,weak grip,joint stiffness,,,
Rheumatoid Arthritis,wrist stiffness,swelling,restricted movement,,,
Rheumatoid Arthritis,pain in multiple joints,fatigue,weakness,,,
Rheumatoid Arthritis,ankle swelling,joint pain,morning stiffness,,,
Rheumatoid Arthritis,swollen joints,hand stiffness,loss of function,,,
Gout,severe joint pain,swelling,redness,,,
Gout,sharp pain in big toe,swollen toe,warmth,,,
Gout,joint tenderness,redness,night pain,,,
Gout,ankle swelling,severe pain,warm skin,,,
Gout,knee pain,redness,stiffness,,,
Gout,swollen big toe,intense pain,restricted movement,,,
Gout,foot pain,redness,swelling,,,
Gout,joint inflammation,severe pain,stiffness,,,
Gout,ankle pain,red skin,swelling,,,
Gout,sharp joint pain,night attacks,warmth,,,
Gout,swollen foot,intense pain,restricted mobility,,,
Gout,toe pain,swelling,red patches,,,
Gout,severe ankle pain,redness,joint stiffness,,,
Gout,sharp knee pain,restricted movement,swelling,,,
Gout,swollen joints,warmth,severe tenderness,,,
Gout,pain in big toe,red skin,swelling,,,
Gout,ankle stiffness,severe pain,restricted use,,,
Gout,foot swelling,sharp pain,warm skin,,,
Gout,intense joint pain,redness,swelling,,,
Gout,night joint pain,restricted mobility,swollen toe,,,
Osteoporosis,weak bones,back pain,loss of height,,,
Osteoporosis,brittle bones,hip pain,fractures,,,
Osteoporosis,back pain,stooped posture,weakness,,,
Osteoporosis,fragile bones,wrist fracture,low bone strength,,,
Osteoporosis,loss of height,spinal pain,weak bones,,,
Osteoporosis,hip fracture,back pain,limited mobility,,,
Osteoporosis,vertebra fracture,weak bones,stooped back,,,
Osteoporosis,low bone density,frequent fractures,backache,,,
Osteoporosis,fragile bones,hip pain,restricted movement,,,
Osteoporosis,spine fracture,loss of height,weakness,,,
Osteoporosis,back pain,curved posture,low bone strength,,,
Osteoporosis,hip pain,fracture risk,brittle bones,,,
Osteoporosis,weak bones,restricted mobility,back pain,,,
Osteoporosis,wrist pain,fragile bones,fracture history,,,
Osteoporosis,spinal pain,stooped posture,weak bones,,,
Osteoporosis,hip stiffness,low bone density,fracture,,,
Osteoporosis,back pain,weak grip,fragile bones,,,
Osteoporosis,brittle bones,restricted mobility,fracture risk,,,
Osteoporosis,loss of height,weak bones,hip fracture,,,
